สาขา,ชื่อเส้นทาง,ต้นทาง,lat ต้นทาง(เติม),lon ต้นทาง(เติม),ลิงก์แมพต้นทาง,ปลายทาง,lat ปลายทาง(เติม),lon ปลายทาง(เติม),ลิงก์แมพปลายทาง,สถานะที่ขาด
SKN,ร้านรวยกะตังค์เพ็ทช็อป,ร้านรวยกะตังค์เพ็ทช็อป,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%A7%E0%B8%A2%E0%B8%81%E0%B8%B0%E0%B8%95%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%2072/206%E0%B8%96.%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5%E0%B8%AA%E0%B8%B2%E0%B8%A25,ร้านรวยกะตังค์เพ็ทช็อป,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%A7%E0%B8%A2%E0%B8%81%E0%B8%B0%E0%B8%95%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B9%8C%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%2072/206%E0%B8%96.%E0%B8%9E%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%A1%E0%B8%93%E0%B8%91%E0%B8%A5%E0%B8%AA%E0%B8%B2%E0%B8%A25,พิกัดต้นทาง + พิกัดปลายทาง
SKN,ร้านสัญญาการค้า,ร้านสัญญาการค้า,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B9%89%E0%B8%B2%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8836/8%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%889,ร้านสัญญาการค้า,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%84%E0%B9%89%E0%B8%B2%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8836/8%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%889,พิกัดต้นทาง + พิกัดปลายทาง
SKN,ร้านหนองปลิงอุปกรณ์ไก่,ร้านหนองปลิงอุปกรณ์ไก่,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9B%E0%B8%A5%E0%B8%B4%E0%B8%87%E0%B8%AD%E0%B8%B8%E0%B8%9B%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%8C%E0%B9%84%E0%B8%81%E0%B9%88%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88329/7%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%887,ร้านหนองปลิงอุปกรณ์ไก่,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9B%E0%B8%A5%E0%B8%B4%E0%B8%87%E0%B8%AD%E0%B8%B8%E0%B8%9B%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%8C%E0%B9%84%E0%B8%81%E0%B9%88%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88329/7%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%887,พิกัดต้นทาง + พิกัดปลายทาง
SKN,ร้านอาหารสัตว์ Mee-D Pet Shop,ร้านอาหารสัตว์ Mee-D Pet Shop,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%20Mee-D%20Pet%20Shop%20134/13%E0%B8%8B.%E0%B8%A1%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%A3-%E0%B8%99%E0%B8%B2%E0%B8%84%E0%B8%94%E0%B8%B5%E0%B8%A1.5,ร้านอาหารสัตว์ Mee-D Pet Shop,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%20Mee-D%20Pet%20Shop%20134/13%E0%B8%8B.%E0%B8%A1%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%A3-%E0%B8%99%E0%B8%B2%E0%B8%84%E0%B8%94%E0%B8%B5%E0%B8%A1.5,พิกัดต้นทาง + พิกัดปลายทาง
SKN,ร้านอาหารสัตว์ ช็อคกาดูฟ เพ็ทช็อป บางพลี สาขาบางพลี,ร้านอาหารสัตว์ ช็อคกาดูฟ เพ็ทช็อป บางพลี สาขาบางพลี,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%20%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%94%E0%B8%B9%E0%B8%9F%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%20%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A5%E0%B8%B5%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A5%E0%B8%B5%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8898/3-4%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%881,ร้านอาหารสัตว์ ช็อคกาดูฟ เพ็ทช็อป บางพลี สาขาบางพลี,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%20%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%94%E0%B8%B9%E0%B8%9F%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%20%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A5%E0%B8%B5%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A5%E0%B8%B5%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8898/3-4%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%881,พิกัดต้นทาง + พิกัดปลายทาง
SKN,ร้านอาหารสัตว์ ช็อคกาดูฟ เพ็ทช็อป บางพลี สาขาปากน้ำ,ร้านอาหารสัตว์ ช็อคกาดูฟ เพ็ทช็อป บางพลี สาขาปากน้ำ,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%20%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%94%E0%B8%B9%E0%B8%9F%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%20%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A5%E0%B8%B5%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%99%E0%B9%89%E0%B8%B3%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88125%E0%B8%96.%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97,ร้านอาหารสัตว์ ช็อคกาดูฟ เพ็ทช็อป บางพลี สาขาปากน้ำ,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%20%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%94%E0%B8%B9%E0%B8%9F%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%20%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%A5%E0%B8%B5%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9B%E0%B8%B2%E0%B8%81%E0%B8%99%E0%B9%89%E0%B8%B3%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88125%E0%B8%96.%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97,พิกัดต้นทาง + พิกัดปลายทาง
SKN,ร้านอิ่มอุ่นสัตว์น้ำ,ร้านอิ่มอุ่นสัตว์น้ำ,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%E0%B8%99%E0%B9%89%E0%B8%B3%20999/589%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%885,ร้านอิ่มอุ่นสัตว์น้ำ,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B8%B8%E0%B9%88%E0%B8%99%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%E0%B8%99%E0%B9%89%E0%B8%B3%20999/589%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%885,พิกัดต้นทาง + พิกัดปลายทาง
SKN,รุ่งเรืองพาณิชย์,รุ่งเรืองพาณิชย์,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%9E%E0%B8%B2%E0%B8%93%E0%B8%B4%E0%B8%8A%E0%B8%A2%E0%B9%8C%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88576%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%881,รุ่งเรืองพาณิชย์,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%9E%E0%B8%B2%E0%B8%93%E0%B8%B4%E0%B8%8A%E0%B8%A2%E0%B9%8C%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88576%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%881,พิกัดต้นทาง + พิกัดปลายทาง
SKN,รุ่งเรืองเพ็ทเลิฟ,รุ่งเรืองเพ็ทเลิฟ,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%9F%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%889/108%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%889%E0%B8%96.%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%AD%E0%B8%AD%E0%B8%81,รุ่งเรืองเพ็ทเลิฟ,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%9F%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%889/108%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%889%E0%B8%96.%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%AD%E0%B8%AD%E0%B8%81,พิกัดต้นทาง + พิกัดปลายทาง
SKN,โรงพยาบาลสัตว์รังสิต-ปทุม,โรงพยาบาลสัตว์รังสิต-ปทุม,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95-%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%2040/3-9,โรงพยาบาลสัตว์รังสิต-ปทุม,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95-%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%2040/3-9,พิกัดต้นทาง + พิกัดปลายทาง
SKN,เลขที่ 2 โครงการ Midway Point@ หมายเลข BAC-PT 10-03 ปั๊มบางจาก,เลขที่ 2 โครงการ Midway Point@ หมายเลข BAC-PT 10-03 ปั๊มบางจาก,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%202%20%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%20Midway%20Point%40%20%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%A5%E0%B8%82%20BAC-PT%2010-03%20%E0%B8%9B%E0%B8%B1%E0%B9%8A%E0%B8%A1%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%202%20%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%20Midway%20Point%40%20%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%A5%E0%B8%82%20BAC-PT%2010-03%20%E0%B8%9B%E0%B8%B1%E0%B9%8A%E0%B8%A1%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81,เลขที่ 2 โครงการ Midway Point@ หมายเลข BAC-PT 10-03 ปั๊มบางจาก,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%202%20%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%20Midway%20Point%40%20%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%A5%E0%B8%82%20BAC-PT%2010-03%20%E0%B8%9B%E0%B8%B1%E0%B9%8A%E0%B8%A1%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%202%20%E0%B9%82%E0%B8%84%E0%B8%A3%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%20Midway%20Point%40%20%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%A5%E0%B8%82%20BAC-PT%2010-03%20%E0%B8%9B%E0%B8%B1%E0%B9%8A%E0%B8%A1%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81,พิกัดต้นทาง + พิกัดปลายทาง
SKN,เลขที่ 22/7,เลขที่ 22/7,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%2022/7%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%2022/7,เลขที่ 22/7,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%2022/7%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%2022/7,พิกัดต้นทาง + พิกัดปลายทาง
SKN,เลขที่ 428/10 หมู่บ้าน เดอะ รีเจ้นท์ สตรีท,เลขที่ 428/10 หมู่บ้าน เดอะ รีเจ้นท์ สตรีท,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%20428/10%20%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%20%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0%20%E0%B8%A3%E0%B8%B5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C%20%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%97%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%20428/10%20%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%20%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0%20%E0%B8%A3%E0%B8%B5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C%20%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%97,เลขที่ 428/10 หมู่บ้าน เดอะ รีเจ้นท์ สตรีท,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%20428/10%20%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%20%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0%20%E0%B8%A3%E0%B8%B5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C%20%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%97%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%20428/10%20%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%20%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0%20%E0%B8%A3%E0%B8%B5%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C%20%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B8%B5%E0%B8%97,พิกัดต้นทาง + พิกัดปลายทาง
SKN,เลขที่ 456/65,เลขที่ 456/65,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%20456/65%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%20456/65,เลขที่ 456/65,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%20456/65%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%20456/65,พิกัดต้นทาง + พิกัดปลายทาง
SKN,วีว่า สาขา ปตท.ติวานนท์,วีว่า สาขา ปตท.ติวานนท์,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A7%E0%B8%B5%E0%B8%A7%E0%B9%88%E0%B8%B2%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B8%9B%E0%B8%95%E0%B8%97.%E0%B8%95%E0%B8%B4%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%97%E0%B9%8C%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8883/3%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88B3-B4%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%882,วีว่า สาขา ปตท.ติวานนท์,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A7%E0%B8%B5%E0%B8%A7%E0%B9%88%E0%B8%B2%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%20%E0%B8%9B%E0%B8%95%E0%B8%97.%E0%B8%95%E0%B8%B4%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%97%E0%B9%8C%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8883/3%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88B3-B4%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%882,พิกัดต้นทาง + พิกัดปลายทาง
SKN,วีว่า อีสวิลล์,วีว่า อีสวิลล์,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A7%E0%B8%B5%E0%B8%A7%E0%B9%88%E0%B8%B2%20%E0%B8%AD%E0%B8%B5%E0%B8%AA%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C%20107%2C%20PP-101%2C%2069-69/2%20102%2C%20CentralFestival%20EastVille%2C,วีว่า อีสวิลล์,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A7%E0%B8%B5%E0%B8%A7%E0%B9%88%E0%B8%B2%20%E0%B8%AD%E0%B8%B5%E0%B8%AA%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B8%A5%E0%B9%8C%20107%2C%20PP-101%2C%2069-69/2%20102%2C%20CentralFestival%20EastVille%2C,พิกัดต้นทาง + พิกัดปลายทาง
SKN,วีว่าสาขาแจ้งวัฒนะส่งที่เมืองทอง,วีว่าสาขาแจ้งวัฒนะส่งที่เมืองทอง,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A7%E0%B8%B5%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B0%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%87%2058/93%E0%B8%A1.3,วีว่าสาขาแจ้งวัฒนะส่งที่เมืองทอง,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%A7%E0%B8%B5%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B0%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%87%2058/93%E0%B8%A1.3,พิกัดต้นทาง + พิกัดปลายทาง
